sub1333.10856,sub13
T6_EW_PW_B0_C3_P87594_S13_0820144746.csv116.8647,T6_EW_PW_B0_C3_P87594_S13_0820144746.csv
T6_EW_PW_B0_C3_P89636_S13_0820144746.csv118.8998,T6_EW_PW_B0_C3_P89636_S13_0820144746.csv
T6_EW_PW_B0_C3_P91670_S13_0820144746.csv121.0283,T6_EW_PW_B0_C3_P91670_S13_0820144746.csv
T6_EW_PW_B0_C3_P93730_S13_0820144746.csv123.0947,T6_EW_PW_B0_C3_P93730_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T7_EW_PW_B0_C4_P101630_S13_0820144746.csv130.8875,T7_EW_PW_B0_C4_P101630_S13_0820144746.csv
T7_EW_PW_B0_C4_P103671_S13_0820144746.csv132.9526,T7_EW_PW_B0_C4_P103671_S13_0820144746.csv
T7_EW_PW_B0_C4_P105714_S13_0820144746.csv134.983,T7_EW_PW_B0_C4_P105714_S13_0820144746.csv
T7_EW_PW_B0_C4_P107757_S13_0820144746.csv137.0159,T7_EW_PW_B0_C4_P107757_S13_0820144746.csv
T7_EW_PW_B0_C4_P109828_S13_0820144746.csv139.082,T7_EW_PW_B0_C4_P109828_S13_0820144746.csv
T7_EW_PW_B0_C4_P111870_S13_0820144746.csv141.1449,T7_EW_PW_B0_C4_P111870_S13_0820144746.csv
T7_EW_PW_B0_C4_P113926_S13_0820144746.csv143.2095,T7_EW_PW_B0_C4_P113926_S13_0820144746.csv
T7_EW_PW_B0_C4_P115966_S13_0820144746.csv145.2411,T7_EW_PW_B0_C4_P115966_S13_0820144746.csv
T7_EW_PW_B0_C4_P118022_S13_0820144746.csv147.2739,T7_EW_PW_B0_C4_P118022_S13_0820144746.csv
T7_EW_PW_B0_C4_P120081_S13_0820144746.csv149.3389,T7_EW_PW_B0_C4_P120081_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T1_EW_PW_B0_C5_P128619_S13_0820144746.csv157.9309,T1_EW_PW_B0_C5_P128619_S13_0820144746.csv
T1_EW_PW_B0_C5_P130675_S13_0820144746.csv159.9974,T1_EW_PW_B0_C5_P130675_S13_0820144746.csv
T1_EW_PW_B0_C5_P132714_S13_0820144746.csv161.9949,T1_EW_PW_B0_C5_P132714_S13_0820144746.csv
T1_EW_PW_B0_C5_P134756_S13_0820144746.csv164.0266,T1_EW_PW_B0_C5_P134756_S13_0820144746.csv
T1_EW_PW_B0_C5_P136818_S13_0820144746.csv166.0901,T1_EW_PW_B0_C5_P136818_S13_0820144746.csv
T1_EW_PW_B0_C5_P138871_S13_0820144746.csv168.1233,T1_EW_PW_B0_C5_P138871_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T2_EW_PW_B0_C6_P147893_S13_0820144746.csv177.2154,T2_EW_PW_B0_C6_P147893_S13_0820144746.csv
T2_EW_PW_B0_C6_P149953_S13_0820144746.csv179.2815,T2_EW_PW_B0_C6_P149953_S13_0820144746.csv
T2_EW_PW_B0_C6_P152015_S13_0820144746.csv181.3808,T2_EW_PW_B0_C6_P152015_S13_0820144746.csv
T2_EW_PW_B0_C6_P154059_S13_0820144746.csv183.3433,T2_EW_PW_B0_C6_P154059_S13_0820144746.csv
T2_EW_PW_B0_C6_P156103_S13_0820144746.csv185.3743,T2_EW_PW_B0_C6_P156103_S13_0820144746.csv
T2_EW_PW_B0_C6_P158158_S13_0820144746.csv187.4069,T2_EW_PW_B0_C6_P158158_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T4_EW_PW_B0_C7_P167014_S13_0820144746.csv196.3316,T4_EW_PW_B0_C7_P167014_S13_0820144746.csv
T4_EW_PW_B0_C7_P169066_S13_0820144746.csv198.3295,T4_EW_PW_B0_C7_P169066_S13_0820144746.csv
T4_EW_PW_B0_C7_P171112_S13_0820144746.csv200.3946,T4_EW_PW_B0_C7_P171112_S13_0820144746.csv
T4_EW_PW_B0_C7_P173156_S13_0820144746.csv202.4282,T4_EW_PW_B0_C7_P173156_S13_0820144746.csv
T4_EW_PW_B0_C7_P175203_S13_0820144746.csv204.4588,T4_EW_PW_B0_C7_P175203_S13_0820144746.csv
T4_EW_PW_B0_C7_P177269_S13_0820144746.csv206.5584,T4_EW_PW_B0_C7_P177269_S13_0820144746.csv
T4_EW_PW_B0_C7_P179333_S13_0820144746.csv208.5879,T4_EW_PW_B0_C7_P179333_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T2_EW_PW_B1_C0_P188391_S13_0820144746.csv217.6802,T2_EW_PW_B1_C0_P188391_S13_0820144746.csv
T2_EW_PW_B1_C0_P190446_S13_0820144746.csv219.8121,T2_EW_PW_B1_C0_P190446_S13_0820144746.csv
T2_EW_PW_B1_C0_P192490_S13_0820144746.csv221.7438,T2_EW_PW_B1_C0_P192490_S13_0820144746.csv
T2_EW_PW_B1_C0_P194558_S13_0820144746.csv223.8759,T2_EW_PW_B1_C0_P194558_S13_0820144746.csv
T2_EW_PW_B1_C0_P196619_S13_0820144746.csv225.9085,T2_EW_PW_B1_C0_P196619_S13_0820144746.csv
T2_EW_PW_B1_C0_P198670_S13_0820144746.csv227.9381,T2_EW_PW_B1_C0_P198670_S13_0820144746.csv
T2_EW_PW_B1_C0_P200731_S13_0820144746.csv230.0374,T2_EW_PW_B1_C0_P200731_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T7_EW_PW_B1_C1_P209482_S13_0820144746.csv238.7634,T7_EW_PW_B1_C1_P209482_S13_0820144746.csv
T7_EW_PW_B1_C1_P211517_S13_0820144746.csv240.8292,T7_EW_PW_B1_C1_P211517_S13_0820144746.csv
T7_EW_PW_B1_C1_P213575_S13_0820144746.csv242.8608,T7_EW_PW_B1_C1_P213575_S13_0820144746.csv
T7_EW_PW_B1_C1_P215625_S13_0820144746.csv244.891,T7_EW_PW_B1_C1_P215625_S13_0820144746.csv
T7_EW_PW_B1_C1_P217672_S13_0820144746.csv246.9579,T7_EW_PW_B1_C1_P217672_S13_0820144746.csv
T7_EW_PW_B1_C1_P219712_S13_0820144746.csv248.9892,T7_EW_PW_B1_C1_P219712_S13_0820144746.csv
T7_EW_PW_B1_C1_P221776_S13_0820144746.csv251.0878,T7_EW_PW_B1_C1_P221776_S13_0820144746.csv
T7_EW_PW_B1_C1_P223830_S13_0820144746.csv253.12,T7_EW_PW_B1_C1_P223830_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T6_EW_PW_B1_C2_P231727_S13_0820144746.csv261.0461,T6_EW_PW_B1_C2_P231727_S13_0820144746.csv
T6_EW_PW_B1_C2_P233774_S13_0820144746.csv263.0764,T6_EW_PW_B1_C2_P233774_S13_0820144746.csv
T6_EW_PW_B1_C2_P235817_S13_0820144746.csv265.1086,T6_EW_PW_B1_C2_P235817_S13_0820144746.csv
T6_EW_PW_B1_C2_P237880_S13_0820144746.csv267.1406,T6_EW_PW_B1_C2_P237880_S13_0820144746.csv
T6_EW_PW_B1_C2_P239951_S13_0820144746.csv269.24,T6_EW_PW_B1_C2_P239951_S13_0820144746.csv
T6_EW_PW_B1_C2_P242015_S13_0820144746.csv271.2733,T6_EW_PW_B1_C2_P242015_S13_0820144746.csv
T6_EW_PW_B1_C2_P244062_S13_0820144746.csv273.3695,T6_EW_PW_B1_C2_P244062_S13_0820144746.csv
T6_EW_PW_B1_C2_P246114_S13_0820144746.csv275.3665,T6_EW_PW_B1_C2_P246114_S13_0820144746.csv
T6_EW_PW_B1_C2_P248183_S13_0820144746.csv277.4324,T6_EW_PW_B1_C2_P248183_S13_0820144746.csv
T6_EW_PW_B1_C2_P250245_S13_0820144746.csv279.5306,T6_EW_PW_B1_C2_P250245_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T0_EW_PW_B1_C3_P258445_S13_0820144746.csv287.7251,T0_EW_PW_B1_C3_P258445_S13_0820144746.csv
T0_EW_PW_B1_C3_P260503_S13_0820144746.csv289.7896,T0_EW_PW_B1_C3_P260503_S13_0820144746.csv
T0_EW_PW_B1_C3_P262546_S13_0820144746.csv291.8215,T0_EW_PW_B1_C3_P262546_S13_0820144746.csv
T0_EW_PW_B1_C3_P264608_S13_0820144746.csv293.8875,T0_EW_PW_B1_C3_P264608_S13_0820144746.csv
T0_EW_PW_B1_C3_P266643_S13_0820144746.csv295.9168,T0_EW_PW_B1_C3_P266643_S13_0820144746.csv
T0_EW_PW_B1_C3_P268706_S13_0820144746.csv297.9799,T0_EW_PW_B1_C3_P268706_S13_0820144746.csv
T0_EW_PW_B1_C3_P270754_S13_0820144746.csv300.1123,T0_EW_PW_B1_C3_P270754_S13_0820144746.csv
T0_EW_PW_B1_C3_P272816_S13_0820144746.csv302.08,T0_EW_PW_B1_C3_P272816_S13_0820144746.csv
T0_EW_PW_B1_C3_P274856_S13_0820144746.csv304.1456,T0_EW_PW_B1_C3_P274856_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T3_EW_PW_B1_C4_P283806_S13_0820144746.csv313.1034,T3_EW_PW_B1_C4_P283806_S13_0820144746.csv
T3_EW_PW_B1_C4_P285841_S13_0820144746.csv315.1327,T3_EW_PW_B1_C4_P285841_S13_0820144746.csv
T3_EW_PW_B1_C4_P287895_S13_0820144746.csv317.2654,T3_EW_PW_B1_C4_P287895_S13_0820144746.csv
T3_EW_PW_B1_C4_P289964_S13_0820144746.csv319.2321,T3_EW_PW_B1_C4_P289964_S13_0820144746.csv
T3_EW_PW_B1_C4_P292031_S13_0820144746.csv321.3288,T3_EW_PW_B1_C4_P292031_S13_0820144746.csv
T3_EW_PW_B1_C4_P294074_S13_0820144746.csv323.3946,T3_EW_PW_B1_C4_P294074_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T4_EW_PW_B1_C5_P302796_S13_0820144746.csv332.0939,T4_EW_PW_B1_C5_P302796_S13_0820144746.csv
T4_EW_PW_B1_C5_P304854_S13_0820144746.csv334.1306,T4_EW_PW_B1_C5_P304854_S13_0820144746.csv
T4_EW_PW_B1_C5_P306904_S13_0820144746.csv336.1576,T4_EW_PW_B1_C5_P306904_S13_0820144746.csv
T4_EW_PW_B1_C5_P308960_S13_0820144746.csv338.2897,T4_EW_PW_B1_C5_P308960_S13_0820144746.csv
T4_EW_PW_B1_C5_P311014_S13_0820144746.csv340.2875,T4_EW_PW_B1_C5_P311014_S13_0820144746.csv
T4_EW_PW_B1_C5_P313082_S13_0820144746.csv342.3529,T4_EW_PW_B1_C5_P313082_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T1_EW_PW_B1_C6_P321255_S13_0820144746.csv350.5798,T1_EW_PW_B1_C6_P321255_S13_0820144746.csv
T1_EW_PW_B1_C6_P323324_S13_0820144746.csv352.5769,T1_EW_PW_B1_C6_P323324_S13_0820144746.csv
T1_EW_PW_B1_C6_P325378_S13_0820144746.csv354.7087,T1_EW_PW_B1_C6_P325378_S13_0820144746.csv
T1_EW_PW_B1_C6_P327430_S13_0820144746.csv356.7074,T1_EW_PW_B1_C6_P327430_S13_0820144746.csv
T1_EW_PW_B1_C6_P329496_S13_0820144746.csv358.7733,T1_EW_PW_B1_C6_P329496_S13_0820144746.csv
T1_EW_PW_B1_C6_P331553_S13_0820144746.csv360.8092,T1_EW_PW_B1_C6_P331553_S13_0820144746.csv
T1_EW_PW_B1_C6_P333606_S13_0820144746.csv362.8706,T1_EW_PW_B1_C6_P333606_S13_0820144746.csv
T1_EW_PW_B1_C6_P335661_S13_0820144746.csv364.9666,T1_EW_PW_B1_C6_P335661_S13_0820144746.csv
T1_EW_PW_B1_C6_P337696_S13_0820144746.csv366.9656,T1_EW_PW_B1_C6_P337696_S13_0820144746.csv
SendingSTARTatCenter
T1_EW_PW_B1_C6_P339757_S13_0820144746.csv369.029,T1_EW_PW_B1_C6_P339757_S13_0820144746.csv
PAUSEtoLOG
LOGtoWAIT
T5_EW_PW_B1_C7_P347369_S13_0820144746.csv376.7249,T5_EW_PW_B1_C7_P347369_S13_0820144746.csv
T5_EW_PW_B1_C7_P349422_S13_0820144746.csv378.6889,T5_EW_PW_B1_C7_P349422_S13_0820144746.csv
T5_EW_PW_B1_C7_P351490_S13_0820144746.csv380.7535,T5_EW_PW_B1_C7_P351490_S13_0820144746.csv
T5_EW_PW_B1_C7_P353557_S13_0820144746.csv382.8535,T5_EW_PW_B1_C7_P353557_S13_0820144746.csv
T5_EW_PW_B1_C7_P355607_S13_0820144746.csv384.9512,T5_EW_PW_B1_C7_P355607_S13_0820144746.csv
T5_EW_PW_B1_C7_P357650_S13_0820144746.csv387.0174,T5_EW_PW_B1_C7_P357650_S13_0820144746.csv
T5_EW_PW_B1_C7_P359706_S13_0820144746.csv388.98,T5_EW_PW_B1_C7_P359706_S13_0820144746.csv
T5_EW_PW_B1_C7_P361759_S13_0820144746.csv391.0822,T5_EW_PW_B1_C7_P361759_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T0_EW_PW_B2_C0_P370398_S13_0820144746.csv399.9475,T0_EW_PW_B2_C0_P370398_S13_0820144746.csv
T0_EW_PW_B2_C0_P372456_S13_0820144746.csv401.7787,T0_EW_PW_B2_C0_P372456_S13_0820144746.csv
T0_EW_PW_B2_C0_P374529_S13_0820144746.csv403.7747,T0_EW_PW_B2_C0_P374529_S13_0820144746.csv
T0_EW_PW_B2_C0_P376598_S13_0820144746.csv405.8775,T0_EW_PW_B2_C0_P376598_S13_0820144746.csv
T0_EW_PW_B2_C0_P378669_S13_0820144746.csv407.9714,T0_EW_PW_B2_C0_P378669_S13_0820144746.csv
T0_EW_PW_B2_C0_P380720_S13_0820144746.csv410.0395,T0_EW_PW_B2_C0_P380720_S13_0820144746.csv
T0_EW_PW_B2_C0_P382786_S13_0820144746.csv412.034,T0_EW_PW_B2_C0_P382786_S13_0820144746.csv
T0_EW_PW_B2_C0_P384831_S13_0820144746.csv414.0995,T0_EW_PW_B2_C0_P384831_S13_0820144746.csv
T0_EW_PW_B2_C0_P386901_S13_0820144746.csv416.1638,T0_EW_PW_B2_C0_P386901_S13_0820144746.csv
T0_EW_PW_B2_C0_P388969_S13_0820144746.csv418.2636,T0_EW_PW_B2_C0_P388969_S13_0820144746.csv
T0_EW_PW_B2_C0_P391008_S13_0820144746.csv420.263,T0_EW_PW_B2_C0_P391008_S13_0820144746.csv
T0_EW_PW_B2_C0_P393046_S13_0820144746.csv422.3256,T0_EW_PW_B2_C0_P393046_S13_0820144746.csv
T0_EW_PW_B2_C0_P395085_S13_0820144746.csv424.3638,T0_EW_PW_B2_C0_P395085_S13_0820144746.csv
T0_EW_PW_B2_C0_P397128_S13_0820144746.csv426.4245,T0_EW_PW_B2_C0_P397128_S13_0820144746.csv
T0_EW_PW_B2_C0_P399171_S13_0820144746.csv428.4251,T0_EW_PW_B2_C0_P399171_S13_0820144746.csv
T0_EW_PW_B2_C0_P401239_S13_0820144746.csv430.5544,T0_EW_PW_B2_C0_P401239_S13_0820144746.csv
T0_EW_PW_B2_C0_P403279_S13_0820144746.csv432.5501,T0_EW_PW_B2_C0_P403279_S13_0820144746.csv
T0_EW_PW_B2_C0_P405333_S13_0820144746.csv434.583,T0_EW_PW_B2_C0_P405333_S13_0820144746.csv
T0_EW_PW_B2_C0_P407405_S13_0820144746.csv436.6816,T0_EW_PW_B2_C0_P407405_S13_0820144746.csv
T0_EW_PW_B2_C0_P409453_S13_0820144746.csv438.7141,T0_EW_PW_B2_C0_P409453_S13_0820144746.csv
T0_EW_PW_B2_C0_P411510_S13_0820144746.csv440.8137,T0_EW_PW_B2_C0_P411510_S13_0820144746.csv
T0_EW_PW_B2_C0_P413563_S13_0820144746.csv442.8118,T0_EW_PW_B2_C0_P413563_S13_0820144746.csv
T0_EW_PW_B2_C0_P415620_S13_0820144746.csv444.9396,T0_EW_PW_B2_C0_P415620_S13_0820144746.csv
T0_EW_PW_B2_C0_P417683_S13_0820144746.csv446.9406,T0_EW_PW_B2_C0_P417683_S13_0820144746.csv
T0_EW_PW_B2_C0_P419743_S13_0820144746.csv449.0051,T0_EW_PW_B2_C0_P419743_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T6_EW_PW_B2_C1_P427477_S13_0820144746.csv456.7998,T6_EW_PW_B2_C1_P427477_S13_0820144746.csv
T6_EW_PW_B2_C1_P429538_S13_0820144746.csv458.7974,T6_EW_PW_B2_C1_P429538_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T2_EW_PW_B2_C2_P439708_S13_0820144746.csv468.9548,T2_EW_PW_B2_C2_P439708_S13_0820144746.csv
T2_EW_PW_B2_C2_P441746_S13_0820144746.csv471.0202,T2_EW_PW_B2_C2_P441746_S13_0820144746.csv
T2_EW_PW_B2_C2_P443808_S13_0820144746.csv473.0847,T2_EW_PW_B2_C2_P443808_S13_0820144746.csv
T2_EW_PW_B2_C2_P445851_S13_0820144746.csv475.1169,T2_EW_PW_B2_C2_P445851_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T4_EW_PW_B2_C3_P454158_S13_0820144746.csv483.5085,T4_EW_PW_B2_C3_P454158_S13_0820144746.csv
T4_EW_PW_B2_C3_P456219_S13_0820144746.csv485.4747,T4_EW_PW_B2_C3_P456219_S13_0820144746.csv
T4_EW_PW_B2_C3_P458290_S13_0820144746.csv487.7404,T4_EW_PW_B2_C3_P458290_S13_0820144746.csv
T4_EW_PW_B2_C3_P460329_S13_0820144746.csv489.6377,T4_EW_PW_B2_C3_P460329_S13_0820144746.csv
T4_EW_PW_B2_C3_P462395_S13_0820144746.csv491.6695,T4_EW_PW_B2_C3_P462395_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T7_EW_PW_B2_C4_P471603_S13_0820144746.csv500.8604,T7_EW_PW_B2_C4_P471603_S13_0820144746.csv
T7_EW_PW_B2_C4_P473659_S13_0820144746.csv502.9271,T7_EW_PW_B2_C4_P473659_S13_0820144746.csv
T7_EW_PW_B2_C4_P475714_S13_0820144746.csv504.9912,T7_EW_PW_B2_C4_P475714_S13_0820144746.csv
T7_EW_PW_B2_C4_P477756_S13_0820144746.csv507.1228,T7_EW_PW_B2_C4_P477756_S13_0820144746.csv
T7_EW_PW_B2_C4_P479815_S13_0820144746.csv509.0879,T7_EW_PW_B2_C4_P479815_S13_0820144746.csv
T7_EW_PW_B2_C4_P481878_S13_0820144746.csv511.153,T7_EW_PW_B2_C4_P481878_S13_0820144746.csv
T7_EW_PW_B2_C4_P483944_S13_0820144746.csv513.2218,T7_EW_PW_B2_C4_P483944_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T1_EW_PW_B2_C5_P492847_S13_0820144746.csv522.1774,T1_EW_PW_B2_C5_P492847_S13_0820144746.csv
T1_EW_PW_B2_C5_P494895_S13_0820144746.csv524.1743,T1_EW_PW_B2_C5_P494895_S13_0820144746.csv
T1_EW_PW_B2_C5_P496936_S13_0820144746.csv526.2068,T1_EW_PW_B2_C5_P496936_S13_0820144746.csv
T1_EW_PW_B2_C5_P498990_S13_0820144746.csv528.2728,T1_EW_PW_B2_C5_P498990_S13_0820144746.csv
T1_EW_PW_B2_C5_P501058_S13_0820144746.csv530.3361,T1_EW_PW_B2_C5_P501058_S13_0820144746.csv
SendingSTARTatCenter
T1_EW_PW_B2_C5_P503121_S13_0820144746.csv532.4004,T1_EW_PW_B2_C5_P503121_S13_0820144746.csv
PAUSEtoLOG
LOGtoWAIT
T3_EW_PW_B2_C6_P510795_S13_0820144746.csv540.062,T3_EW_PW_B2_C6_P510795_S13_0820144746.csv
T3_EW_PW_B2_C6_P512841_S13_0820144746.csv542.094,T3_EW_PW_B2_C6_P512841_S13_0820144746.csv
T3_EW_PW_B2_C6_P514912_S13_0820144746.csv544.1923,T3_EW_PW_B2_C6_P514912_S13_0820144746.csv
T3_EW_PW_B2_C6_P516962_S13_0820144746.csv546.2558,T3_EW_PW_B2_C6_P516962_S13_0820144746.csv
T3_EW_PW_B2_C6_P519009_S13_0820144746.csv548.5565,T3_EW_PW_B2_C6_P519009_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T5_EW_PW_B2_C7_P527794_S13_0820144746.csv557.0806,T5_EW_PW_B2_C7_P527794_S13_0820144746.csv
T5_EW_PW_B2_C7_P529836_S13_0820144746.csv559.1126,T5_EW_PW_B2_C7_P529836_S13_0820144746.csv
T5_EW_PW_B2_C7_P531905_S13_0820144746.csv561.2117,T5_EW_PW_B2_C7_P531905_S13_0820144746.csv
T5_EW_PW_B2_C7_P533960_S13_0820144746.csv563.21,T5_EW_PW_B2_C7_P533960_S13_0820144746.csv
T5_EW_PW_B2_C7_P536008_S13_0820144746.csv565.2737,T5_EW_PW_B2_C7_P536008_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T4_EW_PW_B3_C0_P544243_S13_0820144746.csv573.5023,T4_EW_PW_B3_C0_P544243_S13_0820144746.csv
T4_EW_PW_B3_C0_P546296_S13_0820144746.csv575.564,T4_EW_PW_B3_C0_P546296_S13_0820144746.csv
T4_EW_PW_B3_C0_P548358_S13_0820144746.csv577.6293,T4_EW_PW_B3_C0_P548358_S13_0820144746.csv
T4_EW_PW_B3_C0_P550421_S13_0820144746.csv579.6957,T4_EW_PW_B3_C0_P550421_S13_0820144746.csv
T4_EW_PW_B3_C0_P552491_S13_0820144746.csv581.7604,T4_EW_PW_B3_C0_P552491_S13_0820144746.csv
T4_EW_PW_B3_C0_P554533_S13_0820144746.csv583.7911,T4_EW_PW_B3_C0_P554533_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T0_EW_PW_B3_C1_P563334_S13_0820144746.csv592.6839,T0_EW_PW_B3_C1_P563334_S13_0820144746.csv
T0_EW_PW_B3_C1_P565393_S13_0820144746.csv594.6824,T0_EW_PW_B3_C1_P565393_S13_0820144746.csv
T0_EW_PW_B3_C1_P567449_S13_0820144746.csv596.7166,T0_EW_PW_B3_C1_P567449_S13_0820144746.csv
T0_EW_PW_B3_C1_P569496_S13_0820144746.csv598.7802,T0_EW_PW_B3_C1_P569496_S13_0820144746.csv
T0_EW_PW_B3_C1_P571531_S13_0820144746.csv600.8101,T0_EW_PW_B3_C1_P571531_S13_0820144746.csv
SendingSTARTatCenter
PAUSEtoLOG
LOGtoWAIT
T7_EW_PW_B3_C2_P580659_S13_0820144746.csv609.9352,T7_EW_PW_B3_C2_P580659_S13_0820144746.csv
T7_EW_PW_B3_C2_P582716_S13_0820144746.csv612.0017,T7_EW_PW_B3_C2_P582716_S13_0820144746.csv
T7_EW_PW_B3_C2_P584769_S13_0820144746.csv614.0323,T7_EW_PW_B3_C2_P584769_S13_0820144746.csv
T7_EW_PW_B3_C2_P586842_S13_0820144746.csv616.1643,T7_EW_PW_B3_C2_P586842_S13_0820144746.csv
T7_EW_PW_B3_C2_P588886_S13_0820144746.csv618.1624,T7_EW_PW_B3_C2_P588886_S13_0820144746.csv
T7_EW_PW_B3_C2_P590919_S13_0820144746.csv620.1956,T7_EW_PW_B3_C2_P590919_S13_0820144746.csv
